"Plot.ID","Panel","Plot.Status","xcoord","ycoord","AoInference"
"SD-354","2020","sampled",-108.746948873,38.2352474207479,"SampleFrame"
"SD-355","2020","sampled",-108.052046848,38.5363048487918,"SampleFrame"
"SD-356","2020","sampled",-107.882128889,38.6200523596057,"GG-NM"
"SD-357","2020","sampled",-108.274201364,38.8514186219893,"SampleFrame"
"SD-358","2020","sampled",-108.590861989,38.3714383692186,"SampleFrame"
"SD-359","2020","sampled",-108.237746841,38.7337025090542,"DE-NM"
"SD-360","2020","sampled",-107.811343663,38.5600252906082,"GG-NM"
"SD-361","2020","sampled",-108.027521362,38.8229781559912,"SampleFrame"
"SD-362","2020","sampled",-108.776360041,38.5299661305984,"SampleFrame"
"SD-363","2020","sampled",-108.1510365,38.6186242195129,"SampleFrame"
"SD-364","2020","sampled",-107.906586429,38.6935590406772,"SampleFrame"
"SD-365","2020","sampled",-108.109612632,38.8493665646072,"SampleFrame"
"SD-366","2021","sampled",-108.052198643,38.791840267757,"SampleFrame"
"SD-367","2021","sampled",-107.777450579,38.3967467855473,"SampleFrame"
"SD-368","2021","sampled",-107.880098296,38.7683587682575,"GG-NM"
"SD-369","2021","sampled",-108.350591837,38.825086352684,"DE-NM"
"SD-370","2021","sampled",-108.939606605,38.3308281127,"SampleFrame"
"SD-371","2021","sampled",-108.254269975,38.7103299097349,"DE-NM"
"SD-372","2021","sampled",-107.915283541,38.6339932762376,"GG-NM"
"SD-373","2021","sampled",-108.260647952,38.7912652927575,"DE-NM"
"SD-374","2021","sampled",-108.622181338,38.2397622049424,"SampleFrame"
"SD-375","2021","sampled",-108.196141623,38.7272753215217,"DE-NM"
"SD-376","2021","rejected",-107.833538042,38.5316365692291,"SampleFrame"
"SD-377","2021","sampled",-108.022403417,38.8044402908171,"SampleFrame"
"SD-378","2021","sampled",-108.143287588,38.6502941389346,"SampleFrame"
"SD-379","2021","sampled",-108.172424898,38.6896067903674,"SampleFrame"
"SD-380","2021","sampled",-107.842558794,38.7945780663507,"GG-NM"
"SD-381","2022","sampled",-108.117996249,38.8187907985232,"ACEC-WSA"
"SD-382","2022","sampled",-108.176881095,38.5937953735016,"SampleFrame"
"SD-383","2022","sampled",-107.761676322,38.3929223370609,"SampleFrame"
"SD-384","2022","sampled",-107.687409983,38.7782628848214,"SampleFrame"
"SD-385","2022","sampled",-108.207256905,38.7963381697101,"SampleFrame"
"SD-386","2022","sampled",-108.208664398,38.7677877818421,"SampleFrame"
"SD-387","2022","sampled",-108.256336769,38.7781264804974,"DE-NM"
"SD-388","2022","sampled",-108.307345958,38.7669536831958,"DE-NM"
"SD-389","2022","rejected",-107.500305052,38.9227722491444,"SampleFrame"
"SD-390","2022","rejected",-107.873179017,38.5816402078488,"GG-NM"
"SD-391","2022","sampled",-108.690520019,38.3373238233655,"SampleFrame"
"SD-392","2022","sampled",-107.833457878,38.5149604760849,"SampleFrame"
"SD-393","2022","sampled",-108.688674637,38.4366329707528,"SampleFrame"
"SD-394","2022","sampled",-107.837409998,38.7291511239995,"GG-NM"
"SD-395","2022","sampled",-108.340761175,38.7912712611933,"DE-NM"
"SD-396","OverSample 2018","sampled",-108.236102752,38.71803605133,"DE-NM"
"SD-397","OverSample 2018","sampled",-108.236941257,38.8210231569144,"SampleFrame"
"SD-398","OverSample 2018","sampled",-108.209377906,38.7356413234087,"DE-NM"
"SD-399","OverSample 2019","sampled",-108.053322557,38.7998092318268,"SampleFrame"
"SD-400","OverSample 2019","rejected",-108.168550326,38.6529860998033,"SampleFrame"
"SD-401","OverSample 2019","sampled",-108.849567322,38.3416384517218,"SampleFrame"
"SD-402","OverSample 2020","rejected",-107.881637087,38.5997359489949,"GG-NM"
"SD-403","OverSample 2020","sampled",-108.653142013,38.2713883127123,"SampleFrame"
"SD-404","OverSample 2020","sampled",-107.846414819,38.5475254068759,"GG-NM"
"SD-405","OverSample 2021","sampled",-108.171683128,38.7669726088349,"SampleFrame"
"SD-406","OverSample 2021","rejected",-107.853153751,38.7965040232772,"GG-NM"
"SD-407","OverSample 2021","sampled",-108.153736345,38.7924138668098,"SampleFrame"
"SD-408","OverSample 2022","sampled",-108.199612807,38.6933478214518,"DE-NM"
"SD-409","OverSample 2022","sampled",-108.028766726,38.7960331165343,"SampleFrame"
"SD-410","OverSample 2022","sampled",-107.914475946,38.7429486703015,"GG-NM"
"SD-411","OverSample 2022","sampled",-108.084693188,38.7946952652288,"ACEC-WSA"
"SD-412","OverSample 2022","sampled",-107.793790414,38.3952991543698,"SampleFrame"
"SD-413","OverSample 2022","sampled",-108.059010931,38.5474605083832,"SampleFrame"
"SD-414","OverSample 2022","sampled",-107.592001508,38.7956913511461,"SampleFrame"
